BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
892409962RR0001,B,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),GOEL FAMILY CHARITABLE FOUNDATION,GOEL FAMILY CHARITABLE FOUNDATION,1992-01-01 0:00,1,181 WEST 15TH AVE,VANCOUVER,BC,V5Y1X8,CA,(604)879-3240,,
892411166RR0001,C,100,Core Health Care,9,Providing low-cost housing,SOUTH PEACE HOSPICE/PALLIATIVE CARE SOCIETY,SOUTH PEACE HOSPICE/PALLIATIVE CARE SOCIETY,1989-11-20 0:00,1,3-929 106TH AVE,DAWSON CREEK,BC,V1G2N8,CA,(250)782-3261,SPHPCS@PRIS.CA,
892417320RR0001,C,200,Public Amenities,99,Other,VANCOUVER ISLAND PALEONTOLOGICAL SOCIETY,VANCOUVER ISLAND PALEONTOLOGICAL SOCIETY,1999-04-19 0:00,1,# 2 - 2001 BLUE JAY PLACE,COURTENAY,BC,V9N4A8,CA,(250)339-7372,CAPELAZOFISH@SHAW.CA,
892420548RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),Allan Skidmore Family Foundation,Allan Skidmore Family Foundation,1996-02-19 0:00,1,1200 LOUGHEED HWY,COQUITLAM,BC,V3K6S4,CA,,,
892420746RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),HOWE SOUND SAMARITANS' FOUNDATION,HOWE SOUND SAMARITANS' FOUNDATION,1996-02-19 0:00,1,"1500 GEORGIA STREET WEST, BOX 62  SUITE 1250",VANCOUVER,BC,V6G2Z6,CA,,,
892422965RR0001,C,200,Public Amenities,99,Other,BRITISH COLUMBIA HOCKEY HALL OF FAME SOCIETY,BRITISH COLUMBIA HOCKEY HALL OF FAME SOCIETY,1995-01-01 0:00,1,414 ELLIS STREET,PENTICTON,BC,V2A4M2,CA,,,
892432725RR0001,C,200,Public Amenities,10,Providing meals (including breakfast programs),GRANISLE PUBLIC LIBRARY ASSOCIATION,GRANISLE PUBLIC LIBRARY ASSOCIATION,1999-01-01 0:00,1,PO BOX 550,GRANISLE,BC,V0J1W0,CA,(250)697-2713,LIBRARY@GRANISLE.NET,GRANISLE.BCLIBRARY.CA
892436841RR0001,C,200,Public Amenities,12,Providing household items (furniture / appliances),PITT MEADOWS HERITAGE AND MUSEUM SOCIETY,PITT MEADOWS HERITAGE AND MUSEUM SOCIETY,1985-01-01 0:00,1,12294 HARRIS ROAD,PITT MEADOWS,BC,V3Y2E9,CA,(604)465-4322,PITTMEADOWSMUSEUM@TELUS.NET,PITTMEADOWSMUSEUM.COM
892451931RR0001,C,100,Core Health Care,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",PHOENIX DRUG & ALCOHOL RECOVERY AND EDUCATION SOCIETY,PHOENIX DRUG & ALCOHOL RECOVERY AND EDUCATION SOCIETY,1992-03-05 0:00,1,13686 94A AVE,SURREY,BC,V3V1N1,CA,,,
892452160RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),CHARLES & JULIE BENTALL FAMILY FOUNDATION,CHARLES & JULIE BENTALL FAMILY FOUNDATION,1991-05-14 0:00,1,4932 MEADFEILD ROAD,WEST VANCOUVER,BC,V7W3J8,CA,,CJBFOUNDATION@GMAIL.COM,
892467770RR0001,C,1,Organizations Relieving Poverty,99,Other,POWELL RIVER CHILD YOUTH AND FAMILY SERVICES SOCIETY,"POWELL RIVER CHILD, YOUTH AND FAMILY SERVICES SOCIETY",1996-04-01 0:00,1,7105 NOOTKA ST,POWELL RIVER,BC,V8A5E3,CA,(604)485-3090,,
892470360RR0001,B,1,Organizations Relieving Poverty,99,Other,NORGAARD FOUNDATION,NORGAARD FOUNDATION,1989-10-17 0:00,1,540 - 645 FORT ST,VICTORIA,BC,V8W1G2,CA,,,
892492372RR0001,C,200,Public Amenities,9,Providing low-cost housing,FRIENDS OF CYPRESS PROVINCIAL PARK SOCIETY,FRIENDS OF CYPRESS PROVINCIAL PARK SOCIETY,1995-05-03 0:00,1,PO BOX 91053 STN WEST,WEST VANCOUVER,BC,V7V3N3,CA,(604)434-7328,AWALLACE@TELUS.NET,cypresspark.ca
892494444RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),YALETOWN HOUSE FOUNDATION,YALETOWN HOUSE FOUNDATION,1992-07-06 0:00,1,1099 CAMBIE STREET,VANCOUVER,BC,V6B5A8,CA,(604)689-0022,FMENS@YALETOWN.ORG,
892504366RR0001,C,1,Organizations Relieving Poverty,99,Other,W.A.V.A.W./ R.C.C.: WOMEN AGAINST VIOLENCE AGAINST WOMEN/ RAPE CRISIS CENTRE,W.A.V.A.W./ R.C.C.: WOMEN AGAINST VIOLENCE AGAINST WOMEN / RAPE CRISIS CENTRE,1983-04-01 0:00,1,250 - 1385 8TH AVE W,VANCOUVER,BC,V6H3V9,CA,(604)255-6228,DALYA@WAVAW.CA,WWW.WAVAW.CA
892518812RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",FRIENDS OF THE SURREY MUSEUM AND ARCHIVES,FRIENDS OF THE SURREY MUSEUM AND ARCHIVES,2000-10-01 0:00,1,17671 56 AVENUE,SURREY,BC,V3S1C9,CA,(778)578-0857,RGALLAGHER@SURREY.CA,
892521568RR0001,C,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",NEW WESTMINSTER FIRE FIGHTERS CHARITABLE SOCIETY,NEW WESTMINSTER FIRE FIGHTERS CHARITABLE SOCIETY,1991-01-01 0:00,1,1 SIXTH AVE E,NEW WESTMINSTER,BC,V3L4G6,CA,(604)522-0030,JEFF@IAFFLOCAL256.COM,WWW.IAFFLOCAL256.COM
892523705RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),ANDRE AND BROCK ROWLAND FOUNDATION,ANDRE AND BROCK ROWLAND FOUNDATION,2003-04-14 0:00,1,6150 CARNARVON STREET,VANCOUVER,BC,V6N1K3,CA,,,
892535964RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),KAIROS FOUNDATION,KAIROS FOUNDATION,1996-11-01 0:00,1,1501 - 1947 UNDERHILL ST,KELOWNA,BC,V1X7Z5,CA,(250)861-1379,JBRINKER@SHAW.CA,
892542366RR0001,C,1,Organizations Relieving Poverty,99,Other,VANCOUVER YAFFA HOUSING SOCIETY,VANCOUVER YAFFA HOUSING SOCIETY,1995-01-01 0:00,1,358 - 3381 CAMBIE ST,VANCOUVER,BC,V5Z4R3,CA,(604)638-7225,YAFFA@HOMESWEETHOMESTAY.COM,YAFFAHOUSE.ORG
892546367RR0001,C,200,Public Amenities,9,Providing low-cost housing,PRINCESS LOUISA INTERNATIONAL SOCIETY,PRINCESS LOUISA INTERNATIONAL SOCIETY,1996-10-01 0:00,1,10-5053 47TH AVENUE,DELTA,BC,V4K1R2,CA,(604)940-0147,INFO@PRINCESSLOUISA.BC.CA,WWW.PRINCESSLOUISA.BC.CA
892564246RR0001,C,200,Public Amenities,9,Providing low-cost housing,LANGLEY HERITAGE SOCIETY,LANGLEY HERITAGE SOCIETY,1979-09-19 0:00,1,BOX 982,FORT LANGLEY,BC,V1M2S3,CA,(604)513-8787,INFO@LANGLEYHERITAGE.CA,WWW.LANGLEYHERITAGE.CA
892568783RR0001,C,160,Community Resource,99,Other,VICTORIA IMMIGRANT AND REFUGEE CENTRE SOCIETY,VICTORIA IMMIGRANT AND REFUGEE CENTRE SOCIETY,1989-10-31 0:00,1,1004 NORTH PARK ST,VICTORIA,BC,V8T1C6,CA,(250)361-9433,,WWW.VIRCS.BC.CA
892576471RR0001,C,1,Organizations Relieving Poverty,99,Other,DISTRICT 69 FAMILY RESOURCE ASSOCIATION,DISTRICT 69 FAMILY RESOURCE ASSOCIATION,1994-04-01 0:00,1,201 - 15252 32 AVE,SURREY,BC,V3Z0R7,CA,,,
892580283RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),CHIPPENDALE FOUNDATION,CHIPPENDALE FOUNDATION,1996-11-07 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)415-6534,,
892601048RR0001,C,1,Organizations Relieving Poverty,99,Other,EVERYCHILD,EVERYCHILD,1989-03-04 0:00,1,309-549 COLUMBIA ST,NEW WESTMINSTER,BC,V3L1B3,CA,(778)322-6915,TIMMCKENZIE@GMAIL.COM,
892601246RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE ALBERNI VALLEY COMMUNITY FOUNDATION,THE ALBERNI VALLEY COMMUNITY FOUNDATION,1995-02-02 0:00,1,3100 KINGSWAY AVE,PORT ALBERNI,BC,V9Y3B1,CA,(250)723-6543,,
892601683RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),TOVARISCH FOUNDATION,TOVARISCH FOUNDATION,1996-11-01 0:00,1,201 - 2377 BEVAN AVE,SIDNEY,BC,V8L4M9,CA,(250)656-7231,DHENLEY@HENLEYWALDEN.COM,WWW.HENLEYWALDEN.COM
892618471RR0001,C,160,Community Resource,6,Operating a shelter,O.C.C. Our Children's Centre Society of Greater Victoria,O.C.C. Our Children's Centre Society of Greater Victoria,2007-10-19 0:00,1,4001 SEYMOUR PLACE,VICTORIA,BC,V8X1W4,CA,(250)475-6227,MANAGER@OURCHILDRENSCENTRE.COM,WWW.OURCHILDRENSCENTRE.COM
892652561RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",AUXILIARY TO G.R. BAKER MEMORIAL HOSPITAL,AUXILIARY TO G R BAKER MEMORIAL HOSPITAL,1995-06-29 0:00,1,101 - 262 REID ST,QUESNEL,BC,V2J2M2,CA,,,
892655960RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",The Sandman Hotel Group Foundation,The Sandman Hotel Group Foundation,1996-05-01 0:00,1,310-1755 WEST BROADWAY,VANCOUVER,BC,V6J4S5,CA,(250)712-6800,,WWW.SANDMANHARVEST.COM
892691445RR0001,C,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",COMOX VALLEY PROJECT WATERSHED SOCIETY,COMOX VALLEY PROJECT WATERSHED SOCIETY,1993-02-09 0:00,1,2356A ROSEWALL CRES,COURTENAY,BC,V9N8R9,CA,(250)703-2871,PROJECTWATERSHED@GMAIL.COM,PROJECTWATERSHED.CA
892693565RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),THE ELIM FOUNDATION,THE ELIM FOUNDATION,1995-05-11 0:00,1,9025 160 ST,SURREY,BC,V4N2X7,CA,(604)583-3546,skolarcik@elimvillage.com,
892694407RR0001,C,200,Public Amenities,99,Other,VANCOUVER GENERAL HOSPITAL SCHOOL OF NURSING ALUMNAE ASSOCIATION,VANCOUVER GENERAL HOSPITAL SCHOOL OF NURSING ALUMNAE ASSOCIATION,2003-09-30 0:00,1,855 WEST 12TH AVE,VANCOUVER,BC,V5Z1M9,CA,(604)224-3135,,VGHNURSINGSHOOLALUMNAE.COM
892694969RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",PORT HARDY HOSPITAL AUXILIARY SOCIETY,PORT HARDY HOSPITAL AUXILIARY SOCIETY,1996-04-12 0:00,1,PO BOX 2424,PORT HARDY,BC,V0N2P0,CA,(250)949-1678,,
892696980RR0001,C,160,Community Resource,99,Other,NANAIMO COMMUNITY KITCHENS SOCIETY,NANAIMO COMMUNITY KITCHENS SOCIETY,1995-11-15 0:00,1,271 PINE ST,NANAIMO,BC,V9R2B7,CA,(250)753-7470,ANITA.NCK@SHAW.CA,NANAIMOCOMMUNITYKITCHENS.ORG
892706243RR0001,C,160,Community Resource,99,Other,OKANAGAN FALLS VOLUNTEER FIRE DEPARTMENT,OKANAGAN FALLS VOLUNTEER FIRE DEPARTMENT,1993-01-01 0:00,1,PO BOX 484,OKANAGAN FALLS,BC,V0H1R0,CA,(250)497-5700,OKFIRE@SHAW.CA,
892723164RR0001,C,1,Organizations Relieving Poverty,99,Other,DOWNTOWN SOUTH GATHERING PLACE COMMUNITY CENTRE ASSOCIATION,DOWNTOWN SOUTH GATHERING PLACE COMMUNITY CENTRE ASSOCIATION,1996-01-01 0:00,1,609 HELMCKEN STREET,VANCOUVER,BC,V6B5R1,CA,(604)257-3864,,
892736166RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),PYETT FAMILY FOUNDATION,PYETT FAMILY FOUNDATION,1996-07-04 0:00,1,GLENMORE P.O.BOX 30026,KELOWNA,BC,V1V2M4,CA,(250)762-9924,,
892745167RR0001,C,1,Organizations Relieving Poverty,99,Other,FORT NELSON HOSPICE SOCIETY,Fort Nelson Hospice Society,1993-06-01 0:00,1,"BAG 1000, 5315 LIARD ST",FORT NELSON,BC,V0C1R0,CA,(250)774-8100,FORTNELSONHOSPICE@HOTMAIL.COM,
892746165RR0001,C,1,Organizations Relieving Poverty,99,Other,VICTORIA DISABILITY RESOURCE CENTRE,VICTORIA DISABILITY RESOURCE CENTRE,1990-04-01 0:00,1,817A FORT ST,VICTORIA,BC,V8W1H6,CA,(250)595-0044,RECEPTION@DRCVICTORIA.COM,WWW.DRCVICTORIA.COM
892748344RR0001,C,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",INTERNATIONAL DEVELOPMENT ASSISTANCE SOCIETY OF CANADA,INTERNATIONAL DEVELOPMENT ASSISTANCE SOCIETY OF CANADA,1998-08-28 0:00,1,8138 NORTH FRASER WAY,BURNABY,BC,V5J0E7,CA,,,
892751769RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE JACK & MARY TOPOLEWSKI FAMILY FOUNDATION,THE JACK & MARY TOPOLEWSKI FAMILY FOUNDATION,1995-10-16 0:00,1,201 - 1315 SUMMIT DR,KAMLOOPS,BC,V2C5R9,CA,,,
892753146RR0001,C,1,Organizations Relieving Poverty,99,Other,THE BEADS OF HOPE FOUNDATION,BEADS OF HOPE FOUNDATION,1994-11-05 0:00,1,"COOK ST, R.P.O. BOX 23077",VICTORIA,BC,V8V4Z8,CA,(250)370-1260,beadsofhope@islandnet.com,BEADSOFHOPEFOUNDATION.ORG
892773367RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),TITAN FOUNDATION,TITAN FOUNDATION,1992-01-27 0:00,1,27010 24TH AVE,ALDERGROVE,BC,V4W2N4,CA,,,
892778366RR0001,C,100,Core Health Care,99,Other,BRITISH COLUMBIA AUTISM FOUNDATION,BRITISH COLUMBIA AUTISM FOUNDATION,1995-04-01 0:00,1,3688 CESSNA DR,RICHMOND,BC,V7B1C7,CA,(604)434-0880,INFO@AUTISMBC.CA,WWW.AUTISMBC.CA
892786369RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),FRIENDS OF THE SECHELT PUBLIC LIBRARY,FRIENDS OF THE SECHELT PUBLIC LIBRARY,1993-02-08 0:00,1,"P.O. BOX 2104, 5797 COWRIE ST.",SECHELT,BC,V0N3A0,CA,(604)885-3260,info@sechelt.bclibrary.ca,www.sechelt.bclibrary.ca
892801978RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),MILLION DOLLAR ROUND TABLE CANADIAN CHARITABLE FOUNDATION,MILLION DOLLAR ROUND TABLE CANADIAN CHARITABLE FOUNDATION,1995-01-01 0:00,1,PO BOX 31074 RPO UNIVERSITY,VICTORIA,BC,V8N6J3,CA,(800)563-5822,INFO@CMDRTFOUNDATION.ORG,WWW.CMDRTFOUNDATION.ORG
892816562RR0001,C,200,Public Amenities,99,Other,PRINCE RUPERT LIBRARY,PRINCE RUPERT LIBRARY,1993-01-01 0:00,1,101 6TH AVENUE W,PRINCE RUPERT,BC,V8J1Y9,CA,(250)624-2738,CHIEFLIB@CITYTEL.NET,WWW.PRINCERUPERTLIBRARY.CA
892817560RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),CHARLES E FIPKE FOUNDATION,CHARLES E FIPKE FOUNDATION,1994-04-01 0:00,1,301-1665 ELLIS STREET,KELOWNA,BC,V1Y2B3,CA,(250)869-1165,,
892829441RR0001,C,1,Organizations Relieving Poverty,99,Other,PRINCE GEORGE COUNCIL OF SENIORS SOCIETY,PRINCE GEORGE COUNCIL OF SENIORS SOCIETY,1995-01-01 0:00,1,721 VICTORIA STREET,PRINCE GEORGE,BC,V2L2K5,CA,(250)564-9100,INFO.PGCOS@GMAIL.COM,WWW.PGCOS.CA
892849647RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),M K FAMILY FOUNDATION,M K FAMILY FOUNDATION,1989-10-25 0:00,1,"885 WEST GEORGIA STREET, 19TH FLOOR",VANCOUVER,BC,V6C3H4,CA,(604)891-3688,MK@KKBL.COM,
892855164RR0001,B,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),TRUST UNDER THE WILL OF STEPHEN AYTON,TRUST UNDER THE WILL OF STEPHEN AYTON,1994-05-01 0:00,1,PO BOX 10085,VANCOUVER,BC,V7Y1B6,CA,,,
892873944RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),FAIRMONT FOUNDATION,FAIRMONT FOUNDATION,1995-11-22 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
892877366RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",B.C. MENTAL HEALTH FOUNDATION,B.C. MENTAL HEALTH FOUNDATION,1991-10-29 0:00,1,260 - 1770 7TH AVE W,VANCOUVER,BC,V6J4Y6,CA,(604)875-7247,CCOTTON@PHSA.CA,WWW.BCMHF.CA
892895368RR0001,C,200,Public Amenities,7,Orphanage,THE HEFFLEY CREEK COMMUNITY RECREATION ASSOCIATION,THE HEFFLEY CREEK COMMUNITY RECREATION ASSOCIATION,1995-01-01 0:00,1,6995 OLD HWY 5,KAMLOOPS,BC,V2H0B5,CA,(250)578-7525,HAPPYHOOFRANCH@GMAIL.COM,HEFFLEYCREEKHALL.WEBS.COM
892896366RR0001,C,160,Community Resource,99,Other,MYRA CANYON TRESTLE RESTORATION SOCIETY,MYRA CANYON TRESTLE RESTORATION SOCIETY,1993-11-01 0:00,1,CAPRI PO BOX 22095,KELOWNA,BC,V1Y9N9,CA,(250)868-3592,MCTRS@TELUS.NET,WWW.MYRATRESTLES.COM
892897166RR0001,C,160,Community Resource,99,Other,EYA ENVIRONMENTAL YOUTH ALLIANCE SOCIETY,EYA ENVIRONMENTAL YOUTH ALLIANCE SOCIETY,1995-07-26 0:00,1,500 - 610 MAIN ST,VANCOUVER,BC,V6A2V3,CA,(604)689-4446,NIKI@EYA.CA,EYA.CA
892905969RR0001,C,120,Protective Health Care,3,Medical services not otherwise covered by basic health care (dental / optometry / counselling),MCBRIDE DISTRICT VOLUNTEER FIREFIGHTERS ASSOCIATION,MCBRIDE DISTRICT VOLUNTEER FIREFIGHTERS ASSOCIATION,2007-07-23 0:00,1,"300 ROBSON CENTRE, PO BOX 428",MCBRIDE,BC,V0J2E0,CA,,,
892913765RR0001,C,1,Organizations Relieving Poverty,99,Other,"ABBEYFIELD HOUSE SOCIETY, ST PAUL'S GOLDEN","ABBEYFIELD HOUSE SOCIETY, ST. PAUL'S GOLDEN",1993-02-01 0:00,1,BOX 2258,GOLDEN,BC,V0A1H0,CA,(250)344-7997,,
892920562RR0001,C,200,Public Amenities,99,Other,AFRICAN CHILDREN'S BOOK BOX SOCIETY,AFRICAN CHILDREN'S BOOK BOX SOCIETY,1993-06-16 0:00,1,265 CALDECOTE ROAD,VICTORIA,BC,V9E2H3,CA,(250)479-8671,TPEARSON@UVIC.CA,WWW.AFRICANBOOKBOX.ORG
892923764RR0001,C,160,Community Resource,99,Other,ACCESS YOUTH OUTREACH SERVICES SOCIETY,Access Youth Outreach Services Society,1993-01-05 0:00,1,8 -224 CAYER STREET,COQUITLAM,BC,V3K5B1,CA,(604)525-1888,ADMIN@ACCESSYOUTH.ORG,WWW.ACCESSYOUTH.ORG
892923848RR0001,C,100,Core Health Care,99,Other,EYESIGHT INTERNATIONAL (CANADA),EYESIGHT INTERNATIONAL (CANADA),1994-08-01 0:00,1,1603-805 WEST BROADWAY AVE,VANCOUVER,BC,V5Z1K1,CA,(604)875-8889,,
892925561RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",MCBRIDE AND DISTRICT HOSPITAL AUXILIARY,MCBRIDE AND DISTRICT HOSPITAL AUXILIARY,1994-01-01 0:00,1,BOX 669,MCBRIDE,BC,V0J2E0,CA,(250)569-7184,,
892925967RR0001,A,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),EMILY CARR UNIVERSITY OF ART AND DESIGN FOUNDATION,EMILY CARR UNIVERSITY OF ART AND DESIGN FOUNDATION,1995-04-01 0:00,1,520 1ST AVE E,VANCOUVER,BC,V5T0H2,CA,(604)630-4553,EBOUCHARD@ECUAD.CA,WWW.ECUAD.CA
892926643RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE BRUENDL FOUNDATION,THE BRUENDL FOUNDATION,1991-12-16 0:00,1,1346 CAMBRIDGE ROAD,WEST VANCOUVER,BC,V7S2M8,CA,,,
892926783RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),OCEANSIDE COMMUNITY ARTS COUNCIL,OCEANSIDE COMMUNITY ARTS COUNCIL,1978-07-01 0:00,1,"133 MCMILLAN ST, PO BOX 1662",PARKSVILLE,BC,V9P2H5,CA,(250)951-9852,,
892945866RR0001,C,200,Public Amenities,9,Providing low-cost housing,ROEDDE HOUSE PRESERVATION SOCIETY,ROEDDE HOUSE PRESERVATION SOCIETY,1986-01-01 0:00,1,1415 BARCLAY STREET,VANCOUVER,BC,V6G1J6,CA,(604)684-7040,ROEDDEHS@ROEDDEHOUSE.ORG,WWW.ROEDDEHOUSE.ORG
892950445RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),HEATHCLIFF FOUNDATION,HEATHCLIFF FOUNDATION,1990-03-15 0:00,1,BOX 49273 BENTALL CENTRE,VANCOUVER,BC,V7X1L3,CA,(604)683-4501,,
892965369RR0001,C,200,Public Amenities,99,Other,THE KEHILA SOCIETY OF RICHMOND,THE KEHILA SOCIETY OF RICHMOND,1992-01-07 0:00,1,130-10691 SHELLBRIDGE WAY,RICHMOND,BC,V6X2W8,CA,(604)241-9270,KEHILA@KEHILASOCIETY.ORG,WWW.KEHILASOCIETY.ORG
892972449RR0001,C,1,Organizations Relieving Poverty,99,Other,THE H I K E FUND (CANADA),THE H.I.K.E. FUND (CANADA),1990-11-29 0:00,1,2912 9 AVE,CASTLEGAR,BC,V1N2Z1,CA,(250)365-2072,BOBCAT5@TELUS.NET,
892972647RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),PHYLISS AND IRVING SNIDER FOUNDATION,PHYLISS AND IRVING SNIDER FOUNDATION,1994-03-25 0:00,1,800- 1030 WEST GEORGIA STREET,VANCOUVER,BC,V6E3B9,CA,,,
892984840RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,POWELL RIVER KIWANIS VILLAGE SOCIETY,POWELL RIVER KIWANIS VILLAGE SOCIETY,2003-10-31 0:00,1,4923 KIWANIS AVE,POWELL RIVER,BC,V8A5H5,CA,(604)485-5210,,
892988320RR0001,C,120,Protective Health Care,6,Operating a shelter,WESTCOAST INLAND SEARCH AND RESCUE SOCIETY,WESTCOAST INLAND SEARCH AND RESCUE SOCIETY,1999-05-03 0:00,1,PO BOX 978,TOFINO,BC,V0R2Z0,CA,(250)726-5059,CS.BIO@HOTMAIL.COM,WWW.WESTCOASTSAR.ORG
892992967RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",VICTORIA COMMUNITY LIVING FOUNDATION,VICTORIA COMMUNITY LIVING FOUNDATION,1996-04-15 0:00,1,3861 CEDAR HILL X ROAD,VICTORIA,BC,V8P2M7,CA,,,
893031443RR0001,C,1,Organizations Relieving Poverty,99,Other,THE WILSON CENTRE SENIORS'ADVISORY ASSOCIATION,The Wilson Centre Seniors' Advisory Association,1992-01-01 0:00,1,2150 WILSON AVENUE,PORT COQUITLAM,BC,V3C6J5,CA,(604)469-9349,RRMITCH@TELUS.NET,
893038968RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),FIGMENT FOUNDATION,FIGMENT FOUNDATION,1991-09-20 0:00,1,200-6751 WESTMINSTER HWY,RICHMOND,BC,V7C4V4,CA,,,
893053231RR0001,C,160,Community Resource,99,Other,LAICHWILTACH FAMILY LIFE SOCIETY,LAICHWILTACH FAMILY LIFE SOCIETY,2003-04-14 0:00,1,441  - 4TH AVENUE,CAMPBELL RIVER,BC,V9W3W7,CA,(250)286-3430,LFLS@OBERON.ARK.COM,
893061333RR0001,C,200,Public Amenities,99,Other,THE OR GALLERY SOCIETY,THE OR GALLERY SOCIETY,1987-01-01 0:00,1,PO BOX 88282 RPO CHINATOWN,VANCOUVER,BC,V6A4A5,CA,(604)683-7395,OR@ORGALLERY.ORG,WWW.ORGALLERY.ORG
893063362RR0001,A,100,Core Health Care,7,Orphanage,ORDER OF ST JOHN PALLIATIVE CARE FOUNDATION,ORDER OF ST JOHN PALLIATIVE CARE FOUNDATION,1996-12-12 0:00,1,6389 STADIUM RD,VANCOUVER,BC,V6T1Z4,CA,(604)806-9686,ADMIN@SOSJVANCOUVER.ORG,
893063768RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),PETER & JOANNE BROWN FOUNDATION,PETER & JOANNE BROWN FOUNDATION,1996-12-13 0:00,1,1600 - 333 SEYMOUR ST,VANCOUVER,BC,V6B0A4,CA,(604)643-7400,,
893073171RR0001,C,200,Public Amenities,99,Other,LONE BUTTE HISTORICAL ASSOCIATION,LONE BUTTE HISTORICAL ASSOCIATION,1992-09-17 0:00,1,BOX 143,LONE BUTTE,BC,V0K1X0,CA,(250)644-1940,SOUBOOBOY@GMAIL.COM,
893123034RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",KOOTENAY BOUNDARY REGIONAL HOSPITAL AND HEALTH FOUNDATION SOCIETY,KOOTENAY BOUNDARY REGIONAL HOSPITAL AND HEALTH FOUNDATION SOCIETY,1988-04-01 0:00,1,1200 HOSPITAL BENCH,TRAIL,BC,V1R4M1,CA,(250)364-3424,lisa.pasin@interiorhealth.ca,WWW.KBRHHEALTHFOUNDATION.CA
893125641RR0001,C,100,Core Health Care,99,Other,WILLIAMS LAKE HOSPICE SOCIETY,WILLIAMS LAKE HOSPICE SOCIETY,1996-04-01 0:00,1,PO BOX 4214 STN MAIN,WILLIAMS LAKE,BC,V2G2V3,CA,(250)392-5430,ed@williamslakehospicesociety.com,WWW.WILLIAMSLAKEHOSPICE.COM
893170761RR0001,A,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),THE KAREN L. COLUSSI FOUNDATION,THE KAREN L. COLUSSI FOUNDATION,1994-07-01 0:00,1,PO BOX 35005,VICTORIA,BC,V8T5G2,CA,(250)592-7322,AJ.KLCFDN@TELUS.NET,WWW.KARENLCOLUSSIFOUNDATION.CA
893176768RR0001,C,160,Community Resource,3,Medical services not otherwise covered by basic health care (dental / optometry / counselling),100 MILE & DISTRICT COMMUNITY POLICING CONSULTATIVE COMMITTE,100 MILE AND DISTRICT COMMUNITY POLICING CONSULTATIVE COMMITTEE,1998-04-01 0:00,1,BOX 340,100 MILE HOUSE,BC,V0K2E0,CA,(250)395-9003,,
